title	paper_id	venue	issue	year	urls	doi	pages
Model-based exploration of the frontier of behaviours for deep learning system testing.	FSE-2020-72	FSE	2020	2020	https://doi.org/10.1145/3368089.3409730	10.1145/3368089.3409730	13
On decomposing a deep neural network into modules.	FSE-2020-73	FSE	2020	2020	https://doi.org/10.1145/3368089.3409668	10.1145/3368089.3409668	12
Operational calibration: debugging confidence errors for DNNs in the field.	FSE-2020-74	FSE	2020	2020	https://doi.org/10.1145/3368089.3409696	10.1145/3368089.3409696	13
All your app links are belong to us: understanding the threats of instant apps based attacks.	FSE-2020-75	FSE	2020	2020	https://doi.org/10.1145/3368089.3409702	10.1145/3368089.3409702	13
Automated construction of energy test oracles for Android.	FSE-2020-76	FSE	2020	2020	https://doi.org/10.1145/3368089.3409677	10.1145/3368089.3409677	12
Borrowing your enemy's arrows: the case of code reuse in Android via direct inter-app code invocation.	FSE-2020-77	FSE	2020	2020	https://doi.org/10.1145/3368089.3409745	10.1145/3368089.3409745	13
Static asynchronous component misuse detection for Android applications.	FSE-2020-78	FSE	2020	2020	https://doi.org/10.1145/3368089.3409699	10.1145/3368089.3409699	12
Automatically identifying performance issue reports with heuristic linguistic patterns.	FSE-2020-79	FSE	2020	2020	https://doi.org/10.1145/3368089.3409674	10.1145/3368089.3409674	12
Calm energy accounting for multithreaded Java applications.	FSE-2020-80	FSE	2020	2020	https://doi.org/10.1145/3368089.3409703	10.1145/3368089.3409703	13
Dynamically reconfiguring software microbenchmarks: reducing execution time without sacrificing result quality.	FSE-2020-81	FSE	2020	2020	https://doi.org/10.1145/3368089.3409683	10.1145/3368089.3409683	13
Testing self-adaptive software with probabilistic guarantees on performance metrics.	FSE-2020-82	FSE	2020	2020	https://doi.org/10.1145/3368089.3409685	10.1145/3368089.3409685	13
API method recommendation via explicit matching of functionality verb phrases.	FSE-2020-83	FSE	2020	2020	https://doi.org/10.1145/3368089.3409731	10.1145/3368089.3409731	12
Code recommendation for exception handling.	FSE-2020-84	FSE	2020	2020	https://doi.org/10.1145/3368089.3409690	10.1145/3368089.3409690	12
eQual: informing early design decisions.	FSE-2020-85	FSE	2020	2020	https://doi.org/10.1145/3368089.3409749	10.1145/3368089.3409749	13
Recommending stack overflow posts for fixing runtime exceptions using failure scenario matching.	FSE-2020-86	FSE	2020	2020	https://doi.org/10.1145/3368089.3409764	10.1145/3368089.3409764	13
Understanding the impact of GitHub suggested changes on recommendations between developers.	FSE-2020-87	FSE	2020	2020	https://doi.org/10.1145/3368089.3409722	10.1145/3368089.3409722	12
An evaluation of methods to port legacy code to SGX enclaves.	FSE-2020-88	FSE	2020	2020	https://doi.org/10.1145/3368089.3409726	10.1145/3368089.3409726	12
Search-based adversarial testing and improvement of constrained credit scoring systems.	FSE-2020-89	FSE	2020	2020	https://doi.org/10.1145/3368089.3409739	10.1145/3368089.3409739	12
SinkFinder: harvesting hundreds of unknown interesting function pairs with just one seed.	FSE-2020-90	FSE	2020	2020	https://doi.org/10.1145/3368089.3409678	10.1145/3368089.3409678	13
Baital: an adaptive weighted sampling approach for improved t-wise coverage.	FSE-2020-91	FSE	2020	2020	https://doi.org/10.1145/3368089.3409744	10.1145/3368089.3409744	13
Cost measures matter for mutation testing study validity.	FSE-2020-92	FSE	2020	2020	https://doi.org/10.1145/3368089.3409742	10.1145/3368089.3409742	13
Detecting optimization bugs in database engines via non-optimizing reference engine construction.	FSE-2020-93	FSE	2020	2020	https://doi.org/10.1145/3368089.3409710	10.1145/3368089.3409710	13
Efficient binary-level coverage analysis.	FSE-2020-94	FSE	2020	2020	https://doi.org/10.1145/3368089.3409694	10.1145/3368089.3409694	12
Efficiently finding higher-order mutants.	FSE-2020-95	FSE	2020	2020	https://doi.org/10.1145/3368089.3409713	10.1145/3368089.3409713	13
Evolutionary improvement of assertion oracles.	FSE-2020-96	FSE	2020	2020	https://doi.org/10.1145/3368089.3409758	10.1145/3368089.3409758	12
FrUITeR: a framework for evaluating UI test reuse.	FSE-2020-97	FSE	2020	2020	https://doi.org/10.1145/3368089.3409708	10.1145/3368089.3409708	12
Object detection for graphical user interface: old fashioned or deep learning or a combination?	FSE-2020-98	FSE	2020	2020	https://doi.org/10.1145/3368089.3409691	10.1145/3368089.3409691	13
Understanding and automatically detecting conflicting interactions between smart home IoT applications.	FSE-2020-99	FSE	2020	2020	https://doi.org/10.1145/3368089.3409682	10.1145/3368089.3409682	13
When does my program do this? learning circumstances of software behavior.	FSE-2020-100	FSE	2020	2020	https://doi.org/10.1145/3368089.3409687	10.1145/3368089.3409687	12
A first look at the integration of machine learning models in complex autonomous driving systems: a case study on Apollo.	FSE-2020-101	FSE	2020	2020	https://doi.org/10.1145/3368089.3417063	10.1145/3368089.3417063	11
Adapting bug prediction models to predict reverted commits at Wayfair.	FSE-2020-102	FSE	2020	2020	https://doi.org/10.1145/3368089.3417062	10.1145/3368089.3417062	12
Can microtask programming work in industry?	FSE-2020-103	FSE	2020	2020	https://doi.org/10.1145/3368089.3417046	10.1145/3368089.3417046	11
Change impact analysis in Simulink designs of embedded systems.	FSE-2020-104	FSE	2020	2020	https://doi.org/10.1145/3368089.3417060	10.1145/3368089.3417060	11
Clustering test steps in natural language toward automating test automation.	FSE-2020-105	FSE	2020	2020	https://doi.org/10.1145/3368089.3417067	10.1145/3368089.3417067	11
Efficient customer incident triage via linking with system incidents.	FSE-2020-106	FSE	2020	2020	https://doi.org/10.1145/3368089.3417061	10.1145/3368089.3417061	12
Effort-aware just-in-time defect identification in practice: a case study at Alibaba.	FSE-2020-107	FSE	2020	2020	https://doi.org/10.1145/3368089.3417048	10.1145/3368089.3417048	12
Enhancing the interoperability between deep learning frameworks by model conversion.	FSE-2020-108	FSE	2020	2020	https://doi.org/10.1145/3368089.3417051	10.1145/3368089.3417051	11
Establishing key performance indicators for measuring software-development processes at a large organization.	FSE-2020-109	FSE	2020	2020	https://doi.org/10.1145/3368089.3417057	10.1145/3368089.3417057	11
Estimating GPU memory consumption of deep learning models.	FSE-2020-110	FSE	2020	2020	https://doi.org/10.1145/3368089.3417050	10.1145/3368089.3417050	11
Exempla gratis (E.G.): code examples for free.	FSE-2020-111	FSE	2020	2020	https://doi.org/10.1145/3368089.3417052	10.1145/3368089.3417052	12
Fireteam: a small-team development practice in industry.	FSE-2020-112	FSE	2020	2020	https://doi.org/10.1145/3368089.3417068	10.1145/3368089.3417068	11
FREPA: an automated and formal approach to requirement modeling and analysis in aircraft control domain.	FSE-2020-113	FSE	2020	2020	https://doi.org/10.1145/3368089.3417047	10.1145/3368089.3417047	11
Graph-based trace analysis for microservice architecture understanding and problem diagnosis.	FSE-2020-114	FSE	2020	2020	https://doi.org/10.1145/3368089.3417066	10.1145/3368089.3417066	11
Harvey: a greybox fuzzer for smart contracts.	FSE-2020-115	FSE	2020	2020	https://doi.org/10.1145/3368089.3417064	10.1145/3368089.3417064	12
How to mitigate the incident? an effective troubleshooting guide recommendation technique for online service systems.	FSE-2020-116	FSE	2020	2020	https://doi.org/10.1145/3368089.3417054	10.1145/3368089.3417054	11
Improving cybersecurity hygiene through JIT patching.	FSE-2020-117	FSE	2020	2020	https://doi.org/10.1145/3368089.3417056	10.1145/3368089.3417056	12
IntelliCode compose: code generation using transformer.	FSE-2020-118	FSE	2020	2020	https://doi.org/10.1145/3368089.3417058	10.1145/3368089.3417058	11
Learning to extract transaction function from requirements: an industrial case on financial software.	FSE-2020-119	FSE	2020	2020	https://doi.org/10.1145/3368089.3417053	10.1145/3368089.3417053	11
Online sports betting through the prism of software engineering.	FSE-2020-120	FSE	2020	2020	https://doi.org/10.1145/3368089.3417049	10.1145/3368089.3417049	11
Reducing DNN labelling cost using surprise adequacy: an industrial case study for autonomous driving.	FSE-2020-121	FSE	2020	2020	https://doi.org/10.1145/3368089.3417065	10.1145/3368089.3417065	11
Scaling static taint analysis to industrial SOA applications: a case study at Alibaba.	FSE-2020-122	FSE	2020	2020	https://doi.org/10.1145/3368089.3417059	10.1145/3368089.3417059	10
Towards intelligent incident management: why we need it and how we make it.	FSE-2020-123	FSE	2020	2020	https://doi.org/10.1145/3368089.3417055	10.1145/3368089.3417055	11
WebRR: self-replay enhanced robust record/replay for web application testing.	FSE-2020-124	FSE	2020	2020	https://doi.org/10.1145/3368089.3417069	10.1145/3368089.3417069	11
Hazard analysis for human-on-the-loop interactions in sUAS systems.	FSE-2021-6	FSE	2021	2021	https://doi.org/10.1145/3468264.3468534	10.1145/3468264.3468534	12
An exploratory study of autopilot software bugs in unmanned aerial vehicles.	FSE-2021-7	FSE	2021	2021	https://doi.org/10.1145/3468264.3468559	10.1145/3468264.3468559	12
Code integrity attestation for PLCs using black box neural network predictions.	FSE-2021-8	FSE	2021	2021	https://doi.org/10.1145/3468264.3468617	10.1145/3468264.3468617	13
PHYSFRAME: type checking physical frames of reference for robotic systems.	FSE-2021-9	FSE	2021	2021	https://doi.org/10.1145/3468264.3468608	10.1145/3468264.3468608	12
Automating serverless deployments for DevOps organizations.	FSE-2021-10	FSE	2021	2021	https://doi.org/10.1145/3468264.3468575	10.1145/3468264.3468575	13
Algebraic-datatype taint tracking, with applications to understanding Android identifier leaks.	FSE-2021-11	FSE	2021	2021	https://doi.org/10.1145/3468264.3468550	10.1145/3468264.3468550	13
Vet: identifying and avoiding UI exploration tarpits.	FSE-2021-12	FSE	2021	2021	https://doi.org/10.1145/3468264.3468554	10.1145/3468264.3468554	12
Checking conformance of applications against GUI policies.	FSE-2021-13	FSE	2021	2021	https://doi.org/10.1145/3468264.3468561	10.1145/3468264.3468561	12
Data-driven accessibility repair revisited: on the effectiveness of generating labels for icons in Android apps.	FSE-2021-14	FSE	2021	2021	https://doi.org/10.1145/3468264.3468604	10.1145/3468264.3468604	12
Benchmarking automated GUI testing for Android against real-world bugs.	FSE-2021-15	FSE	2021	2021	https://doi.org/10.1145/3468264.3468620	10.1145/3468264.3468620	12
Checking LTL[F, G, X] on compressed traces in polynomial time.	FSE-2021-16	FSE	2021	2021	https://doi.org/10.1145/3468264.3468557	10.1145/3468264.3468557	13
Conditional interpolation: making concurrent program verification more effective.	FSE-2021-17	FSE	2021	2021	https://doi.org/10.1145/3468264.3468602	10.1145/3468264.3468602	11
AlloyMax: bringing maximum satisfaction to relational specifications.	FSE-2021-18	FSE	2021	2021	https://doi.org/10.1145/3468264.3468587	10.1145/3468264.3468587	13
Timely and accurate detection of model deviation in self-adaptive software-intensive systems.	FSE-2021-19	FSE	2021	2021	https://doi.org/10.1145/3468264.3468548	10.1145/3468264.3468548	13
Lightweight and modular resource leak verification.	FSE-2021-20	FSE	2021	2021	https://doi.org/10.1145/3468264.3468576	10.1145/3468264.3468576	12
JSISOLATE: lightweight in-browser JavaScript isolation.	FSE-2021-21	FSE	2021	2021	https://doi.org/10.1145/3468264.3468577	10.1145/3468264.3468577	12
Cross-language code search using static and dynamic analyses.	FSE-2021-22	FSE	2021	2021	https://doi.org/10.1145/3468264.3468538	10.1145/3468264.3468538	13
Automating the removal of obsolete TODO comments.	FSE-2021-23	FSE	2021	2021	https://doi.org/10.1145/3468264.3468553	10.1145/3468264.3468553	12
Estimating residual risk in greybox fuzzing.	FSE-2021-24	FSE	2021	2021	https://doi.org/10.1145/3468264.3468570	10.1145/3468264.3468570	12
HeteroFuzz: fuzz testing to detect platform dependent divergence for heterogeneous applications.	FSE-2021-25	FSE	2021	2021	https://doi.org/10.1145/3468264.3468610	10.1145/3468264.3468610	13
Sound and efficient concurrency bug prediction.	FSE-2021-26	FSE	2021	2021	https://doi.org/10.1145/3468264.3468549	10.1145/3468264.3468549	13
Detecting Node.js prototype pollution vulnerabilities via object lookup analysis.	FSE-2021-27	FSE	2021	2021	https://doi.org/10.1145/3468264.3468542	10.1145/3468264.3468542	12
Detecting concurrency vulnerabilities based on partial orders of memory and thread events.	FSE-2021-28	FSE	2021	2021	https://doi.org/10.1145/3468264.3468572	10.1145/3468264.3468572	12
Vulnerability detection with fine-grained interpretations.	FSE-2021-29	FSE	2021	2021	https://doi.org/10.1145/3468264.3468597	10.1145/3468264.3468597	12
Identifying casualty changes in software patches.	FSE-2021-30	FSE	2021	2021	https://doi.org/10.1145/3468264.3468624	10.1145/3468264.3468624	12
ACHyb: a hybrid analysis approach to detect kernel access control vulnerabilities.	FSE-2021-31	FSE	2021	2021	https://doi.org/10.1145/3468264.3468627	10.1145/3468264.3468627	12
Context-aware and data-driven feedback generation for programming assignments.	FSE-2021-32	FSE	2021	2021	https://doi.org/10.1145/3468264.3468598	10.1145/3468264.3468598	13
A syntax-guided edit decoder for neural program repair.	FSE-2021-33	FSE	2021	2021	https://doi.org/10.1145/3468264.3468544	10.1145/3468264.3468544	13
VarFix: balancing edit expressiveness and search effectiveness in automated program repair.	FSE-2021-34	FSE	2021	2021	https://doi.org/10.1145/3468264.3468600	10.1145/3468264.3468600	13
Flaky test detection in Android via event order exploration.	FSE-2021-35	FSE	2021	2021	https://doi.org/10.1145/3468264.3468584	10.1145/3468264.3468584	12
SmartCommit: a graph-based interactive assistant for activity-oriented commits.	FSE-2021-36	FSE	2021	2021	https://doi.org/10.1145/3468264.3468551	10.1145/3468264.3468551	12
A first look at developers' live chat on Gitter.	FSE-2021-37	FSE	2021	2021	https://doi.org/10.1145/3468264.3468562	10.1145/3468264.3468562	13
Reel life vs. real life: how software developers share their daily life through vlogs.	FSE-2021-38	FSE	2021	2021	https://doi.org/10.1145/3468264.3468599	10.1145/3468264.3468599	12
An empirical study on challenges of application development in serverless computing.	FSE-2021-39	FSE	2021	2021	https://doi.org/10.1145/3468264.3468558	10.1145/3468264.3468558	13
Bias in machine learning software: why? how? what to do?	FSE-2021-40	FSE	2021	2021	https://doi.org/10.1145/3468264.3468537	10.1145/3468264.3468537	12
Understanding neural code intelligence through program simplification.	FSE-2021-41	FSE	2021	2021	https://doi.org/10.1145/3468264.3468539	10.1145/3468264.3468539	12
Multi-objectivizing software configuration tuning.	FSE-2021-42	FSE	2021	2021	https://doi.org/10.1145/3468264.3468555	10.1145/3468264.3468555	13
Embedding app-library graph for neural third party library recommendation.	FSE-2021-43	FSE	2021	2021	https://doi.org/10.1145/3468264.3468552	10.1145/3468264.3468552	12
A large-scale empirical study on Java library migrations: prevalence, trends, and rationales.	FSE-2021-44	FSE	2021	2021	https://doi.org/10.1145/3468264.3468571	10.1145/3468264.3468571	13
Learning-based extraction of first-order logic representations of API directives.	FSE-2021-45	FSE	2021	2021	https://doi.org/10.1145/3468264.3468618	10.1145/3468264.3468618	12
DIFFBASE: a differential factbase for effective software evolution management.	FSE-2021-46	FSE	2021	2021	https://doi.org/10.1145/3468264.3468605	10.1145/3468264.3468605	13
Would you like a quick peek? providing logging support to monitor data processing in big data applications.	FSE-2021-47	FSE	2021	2021	https://doi.org/10.1145/3468264.3468613	10.1145/3468264.3468613	11
Identifying bad software changes via multimodal anomaly detection for online service systems.	FSE-2021-48	FSE	2021	2021	https://doi.org/10.1145/3468264.3468543	10.1145/3468264.3468543	13
An automatic refactoring framework for replacing test-production inheritance by mocking mechanism.	FSE-2021-49	FSE	2021	2021	https://doi.org/10.1145/3468264.3468590	10.1145/3468264.3468590	13
ÐArcher: detecting on-chain-off-chain synchronization bugs in decentralized applications.	FSE-2021-50	FSE	2021	2021	https://doi.org/10.1145/3468264.3468546	10.1145/3468264.3468546	13
iBatch: saving Ethereum fees via secure and cost-effective batching of smart-contract invocations.	FSE-2021-51	FSE	2021	2021	https://doi.org/10.1145/3468264.3468568	10.1145/3468264.3468568	12
Which abbreviations should be expanded?	FSE-2021-52	FSE	2021	2021	https://doi.org/10.1145/3468264.3468616	10.1145/3468264.3468616	12
Validation on machine reading comprehension software without annotated labels: a property-based method.	FSE-2021-53	FSE	2021	2021	https://doi.org/10.1145/3468264.3468569	10.1145/3468264.3468569	13
FLEX: fixing flaky tests in machine learning projects by updating assertion bounds.	FSE-2021-54	FSE	2021	2021	https://doi.org/10.1145/3468264.3468615	10.1145/3468264.3468615	12
Parallel shadow execution to accelerate the debugging of numerical errors.	FSE-2021-55	FSE	2021	2021	https://doi.org/10.1145/3468264.3468585	10.1145/3468264.3468585	12
Exposing numerical bugs in deep learning via gradient back-propagation.	FSE-2021-56	FSE	2021	2021	https://doi.org/10.1145/3468264.3468612	10.1145/3468264.3468612	12
Metamorphic testing of Datalog engines.	FSE-2021-57	FSE	2021	2021	https://doi.org/10.1145/3468264.3468573	10.1145/3468264.3468573	12
Synthesis of web layouts from examples.	FSE-2021-58	FSE	2021	2021	https://doi.org/10.1145/3468264.3468533	10.1145/3468264.3468533	13
Boosting coverage-based fault localization via graph-based representation learning.	FSE-2021-59	FSE	2021	2021	https://doi.org/10.1145/3468264.3468580	10.1145/3468264.3468580	13
SynGuar: guaranteeing generalization in programming by example.	FSE-2021-60	FSE	2021	2021	https://doi.org/10.1145/3468264.3468621	10.1145/3468264.3468621	13
StateFormer: fine-grained type recovery from binaries using generative state modeling.	FSE-2021-61	FSE	2021	2021	https://doi.org/10.1145/3468264.3468607	10.1145/3468264.3468607	13
Empirical study of transformers for source code.	FSE-2021-62	FSE	2021	2021	https://doi.org/10.1145/3468264.3468611	10.1145/3468264.3468611	13
Explaining mispredictions of machine learning models using rule induction.	FSE-2021-63	FSE	2021	2021	https://doi.org/10.1145/3468264.3468614	10.1145/3468264.3468614	12
Generalizable and interpretable learning for configuration extrapolation.	FSE-2021-64	FSE	2021	2021	https://doi.org/10.1145/3468264.3468603	10.1145/3468264.3468603	13
Lightweight global and local contexts guided method name recommendation with prior knowledge.	FSE-2021-65	FSE	2021	2021	https://doi.org/10.1145/3468264.3468567	10.1145/3468264.3468567	13
To read or to rotate? comparing the effects of technical reading training and spatial skills training on novice programming ability.	FSE-2021-66	FSE	2021	2021	https://doi.org/10.1145/3468264.3468583	10.1145/3468264.3468583	13
Connecting the dots: rethinking the relationship between code and prose writing with functional connectivity.	FSE-2021-67	FSE	2021	2021	https://doi.org/10.1145/3468264.3468579	10.1145/3468264.3468579	13
LastPyMile: identifying the discrepancy between sources and packages.	FSE-2021-68	FSE	2021	2021	https://doi.org/10.1145/3468264.3468592	10.1145/3468264.3468592	13
A grounded theory of the role of coordination in software security patch management.	FSE-2021-69	FSE	2021	2021	https://doi.org/10.1145/3468264.3468595	10.1145/3468264.3468595	13
TaintStream: fine-grained taint tracking for big data platforms through dynamic code translation.	FSE-2021-70	FSE	2021	2021	https://doi.org/10.1145/3468264.3468532	10.1145/3468264.3468532	12
Demystifying "bad" error messages in data science libraries.	FSE-2021-71	FSE	2021	2021	https://doi.org/10.1145/3468264.3468560	10.1145/3468264.3468560	12
NIL: large-scale detection of large-variance clones.	FSE-2021-72	FSE	2021	2021	https://doi.org/10.1145/3468264.3468564	10.1145/3468264.3468564	12
Understanding and detecting server-side request races in web applications.	FSE-2021-73	FSE	2021	2021	https://doi.org/10.1145/3468264.3468594	10.1145/3468264.3468594	13
Detecting and localizing keyboard accessibility failures in web applications.	FSE-2021-74	FSE	2021	2021	https://doi.org/10.1145/3468264.3468581	10.1145/3468264.3468581	13
Swarmbug: debugging configuration bugs in swarm robotics.	FSE-2021-75	FSE	2021	2021	https://doi.org/10.1145/3468264.3468601	10.1145/3468264.3468601	13
Probabilistic Delta debugging.	FSE-2021-76	FSE	2021	2021	https://doi.org/10.1145/3468264.3468625	10.1145/3468264.3468625	12
Finding broken Linux configuration specifications by statically analyzing the Kconfig language.	FSE-2021-77	FSE	2021	2021	https://doi.org/10.1145/3468264.3468578	10.1145/3468264.3468578	13
Semantic bug seeding: a learning-based approach for creating realistic bugs.	FSE-2021-78	FSE	2021	2021	https://doi.org/10.1145/3468264.3468623	10.1145/3468264.3468623	13
Characterizing search activities on stack overflow.	FSE-2021-79	FSE	2021	2021	https://doi.org/10.1145/3468264.3468582	10.1145/3468264.3468582	13
Authorship attribution of source code: a language-agnostic approach and applicability in software engineering.	FSE-2021-80	FSE	2021	2021	https://doi.org/10.1145/3468264.3468606	10.1145/3468264.3468606	13
Probing model signal-awareness via prediction-preserving input minimization.	FSE-2021-81	FSE	2021	2021	https://doi.org/10.1145/3468264.3468545	10.1145/3468264.3468545	11
Generating efficient solvers from constraint models.	FSE-2021-82	FSE	2021	2021	https://doi.org/10.1145/3468264.3468566	10.1145/3468264.3468566	12
A comprehensive study of deep learning compiler bugs.	FSE-2021-83	FSE	2021	2021	https://doi.org/10.1145/3468264.3468591	10.1145/3468264.3468591	13
Fair preprocessing: towards understanding compositional fairness of data transformers in machine learning pipeline.	FSE-2021-84	FSE	2021	2021	https://doi.org/10.1145/3468264.3468536	10.1145/3468264.3468536	13
Fairea: a model behaviour mutation approach to benchmarking bias mitigation methods.	FSE-2021-85	FSE	2021	2021	https://doi.org/10.1145/3468264.3468565	10.1145/3468264.3468565	13
Feature trace recording.	FSE-2021-86	FSE	2021	2021	https://doi.org/10.1145/3468264.3468531	10.1145/3468264.3468531	14
A longitudinal analysis of bloated Java dependencies.	FSE-2021-87	FSE	2021	2021	https://doi.org/10.1145/3468264.3468589	10.1145/3468264.3468589	11
XAI tools in the public sector: a case study on predicting combined sewer overflows.	FSE-2021-88	FSE	2021	2021	https://doi.org/10.1145/3468264.3468547	10.1145/3468264.3468547	13
How disabled tests manifest in test maintainability challenges?	FSE-2021-89	FSE	2021	2021	https://doi.org/10.1145/3468264.3468609	10.1145/3468264.3468609	11
Sustainability forecasting for Apache incubator projects.	FSE-2021-90	FSE	2021	2021	https://doi.org/10.1145/3468264.3468563	10.1145/3468264.3468563	12
Graph-based seed object synthesis for search-based unit testing.	FSE-2021-91	FSE	2021	2021	https://doi.org/10.1145/3468264.3468619	10.1145/3468264.3468619	13
LS-sampling: an effective local search based sampling approach for achieving high t-wise coverage.	FSE-2021-92	FSE	2021	2021	https://doi.org/10.1145/3468264.3468622	10.1145/3468264.3468622	12
GLIB: towards automated test oracle for graphically-rich applications.	FSE-2021-93	FSE	2021	2021	https://doi.org/10.1145/3468264.3468586	10.1145/3468264.3468586	12
Reassessing automatic evaluation metrics for code summarization tasks.	FSE-2021-94	FSE	2021	2021	https://doi.org/10.1145/3468264.3468588	10.1145/3468264.3468588	12
Toward efficient interactions between Python and native libraries.	FSE-2021-95	FSE	2021	2021	https://doi.org/10.1145/3468264.3468541	10.1145/3468264.3468541	12
Accelerating JavaScript static analysis via dynamic shortcuts.	FSE-2021-96	FSE	2021	2021	https://doi.org/10.1145/3468264.3468556	10.1145/3468264.3468556	12
Skeletal approximation enumeration for SMT solver testing.	FSE-2021-97	FSE	2021	2021	https://doi.org/10.1145/3468264.3468540	10.1145/3468264.3468540	13
Boosting static analysis accuracy with instrumented test executions.	FSE-2021-98	FSE	2021	2021	https://doi.org/10.1145/3468264.3468626	10.1145/3468264.3468626	12
Symbolic parallel adaptive importance sampling for probabilistic program analysis.	FSE-2021-99	FSE	2021	2021	https://doi.org/10.1145/3468264.3468593	10.1145/3468264.3468593	12
IDE support for cloud-based static analyses.	FSE-2021-100	FSE	2021	2021	https://doi.org/10.1145/3468264.3468535	10.1145/3468264.3468535	12
A bounded symbolic-size model for symbolic execution.	FSE-2021-101	FSE	2021	2021	https://doi.org/10.1145/3468264.3468596	10.1145/3468264.3468596	12
Efficient module-level dynamic analysis for dynamic languages with module recontextualization.	FSE-2021-102	FSE	2021	2021	https://doi.org/10.1145/3468264.3468574	10.1145/3468264.3468574	12
Mono2Micro: a practical and effective tool for decomposing monolithic Java applications to microservices.	FSE-2021-103	FSE	2021	2021	https://doi.org/10.1145/3468264.3473915	10.1145/3468264.3473915	11
Data-driven test selection at scale.	FSE-2021-104	FSE	2021	2021	https://doi.org/10.1145/3468264.3473916	10.1145/3468264.3473916	11
Effective low capacity status prediction for cloud systems.	FSE-2021-105	FSE	2021	2021	https://doi.org/10.1145/3468264.3473917	10.1145/3468264.3473917	6
Automated code transformation for context propagation in Go.	FSE-2021-106	FSE	2021	2021	https://doi.org/10.1145/3468264.3473918	10.1145/3468264.3473918	11
Onion: identifying incident-indicating logs for cloud systems.	FSE-2021-107	FSE	2021	2021	https://doi.org/10.1145/3468264.3473919	10.1145/3468264.3473919	11
Generating metamorphic relations for cyber-physical systems with genetic programming: an industrial case study.	FSE-2021-108	FSE	2021	2021	https://doi.org/10.1145/3468264.3473920	10.1145/3468264.3473920	11
Domain adaptation for an automated classification of deontic modalities in software engineering contracts.	FSE-2021-109	FSE	2021	2021	https://doi.org/10.1145/3468264.3473921	10.1145/3468264.3473921	6
How can manual testing processes be optimized? developer survey, optimization guidelines, and case studies.	FSE-2021-110	FSE	2021	2021	https://doi.org/10.1145/3468264.3473922	10.1145/3468264.3473922	11
Turnover-induced knowledge loss in practice.	FSE-2021-111	FSE	2021	2021	https://doi.org/10.1145/3468264.3473923	10.1145/3468264.3473923	11
One thousand and one stories: a large-scale survey of software refactoring.	FSE-2021-112	FSE	2021	2021	https://doi.org/10.1145/3468264.3473924	10.1145/3468264.3473924	11
A comprehensive study on learning-based PE malware family classification methods.	FSE-2021-113	FSE	2021	2021	https://doi.org/10.1145/3468264.3473925	10.1145/3468264.3473925	12
Infiltrating security into development: exploring the world's largest software security study.	FSE-2021-114	FSE	2021	2021	https://doi.org/10.1145/3468264.3473926	10.1145/3468264.3473926	11
Data-driven extract method recommendations: a study at ING.	FSE-2021-115	FSE	2021	2021	https://doi.org/10.1145/3468264.3473927	10.1145/3468264.3473927	11
Duplicated code pattern mining in visual programming languages.	FSE-2021-116	FSE	2021	2021	https://doi.org/10.1145/3468264.3473928	10.1145/3468264.3473928	12
Making smart contract development more secure and easier.	FSE-2021-117	FSE	2021	2021	https://doi.org/10.1145/3468264.3473929	10.1145/3468264.3473929	11
Quantifying no-fault-found test failures to prioritize inspection of flaky tests at Ericsson.	FSE-2021-118	FSE	2021	2021	https://doi.org/10.1145/3468264.3473930	10.1145/3468264.3473930	10
When life gives you oranges: detecting and diagnosing intermittent job failures at Mozilla.	FSE-2021-119	FSE	2021	2021	https://doi.org/10.1145/3468264.3473931	10.1145/3468264.3473931	12
FuzzBench: an open fuzzer benchmarking platform and service.	FSE-2021-120	FSE	2021	2021	https://doi.org/10.1145/3468264.3473932	10.1145/3468264.3473932	11
An empirical investigation of practical log anomaly detection for online service systems.	FSE-2021-121	FSE	2021	2021	https://doi.org/10.1145/3468264.3473933	10.1145/3468264.3473933	12
RAPID: checking API usage for the cloud in the cloud.	FSE-2021-122	FSE	2021	2021	https://doi.org/10.1145/3468264.3473934	10.1145/3468264.3473934	11
An empirical study of GUI widget detection for industrial mobile games.	FSE-2021-123	FSE	2021	2021	https://doi.org/10.1145/3468264.3473935	10.1145/3468264.3473935	11
Intelligent container reallocation at Microsoft 365.	FSE-2021-124	FSE	2021	2021	https://doi.org/10.1145/3468264.3473936	10.1145/3468264.3473936	6
Organizational implications of agile adoption: a case study from the public sector.	FSE-2021-125	FSE	2021	2021	https://doi.org/10.1145/3468264.3473937	10.1145/3468264.3473937	11
Adaptive fairness improvement based on causality analysis.	FSE-2022-5	FSE	2022	2022	https://doi.org/10.1145/3540250.3549103	10.1145/3540250.3549103	12
NatGen: generative pre-training by "naturalizing" source code.	FSE-2022-6	FSE	2022	2022	https://doi.org/10.1145/3540250.3549162	10.1145/3540250.3549162	13
Testing of autonomous driving systems: where are we and where should we go?	FSE-2022-7	FSE	2022	2022	https://doi.org/10.1145/3540250.3549111	10.1145/3540250.3549111	13
Fuzzing deep-learning libraries via automated relational API inference.	FSE-2022-8	FSE	2022	2022	https://doi.org/10.1145/3540250.3549085	10.1145/3540250.3549085	13
SEDiff: scope-aware differential fuzzing to test internal function models in symbolic execution.	FSE-2022-9	FSE	2022	2022	https://doi.org/10.1145/3540250.3549080	10.1145/3540250.3549080	13
